RamanShift	Intensity
1765	126.0941
1766	149.2074
1767	169.1868
1768	174.8778
1769	163.3839
1770	159.4265
1771	170.1223
1772	161.9815
1773	139.6963
1774	116.0959
1775	112.5215
1776	134.4384
1777	137.7393
1778	124.7479
1779	121.7799
1780	125.8272
1781	132.8136
1782	115.9841
1783	87.22324
1784	89.04726
1785	109.456
1786	128.0887
1787	136.0399
1788	134.3996
1789	154.0153
1790	176.2916
1791	182.7788
1792	175.9838
1793	163.508
1794	173.3673
1795	180.5813
1796	149.4952
1797	127.744
1798	134.8862
1799	142.6307
1800	153.6228
1801	171.2292
1802	180.1775
1803	174.7219
1804	174.5331
1805	173.1122
1806	157.8624
1807	137.1794
1808	119.7353
1809	110.9879
1810	114.9893
1811	122.5042
1812	137.2531
1813	155.3537
1814	166.2048
1815	167.512
1816	174.286
1817	171.1402
1818	156.1645
1819	168.8449
1820	201.9118
1821	210.3975
1822	213.8102
1823	228.3579
1824	230.4053
1825	219.1299
1826	214.1754
1827	206.9553
1828	193.0946
1829	187.3034
1830	191.223
1831	189.9695
1832	189.1796
1833	191.4662
1834	187.3054
1835	181.2356
1836	192.3691
1837	201.3327
1838	191.3871
1839	181.3493
1840	176.373
1841	172.5218
1842	168.2633
1843	160.3696
1844	143.7783
1845	128.9125
1846	136.9228
1847	152.6638
1848	156.5287
1849	161.7218
1850	167.4405
1851	172.6275
1852	168.9651
1853	154.6299
1854	147.6147
1855	156.651
1856	183.7563
1857	207.5516
1858	208.1683
1859	201.0473
1860	193.9242
1861	201.2951
1862	209.1405
1863	207.239
1864	205.3051
1865	205.0127
1866	207.9192
1867	206.8023
1868	199.3103
1869	198.6234
1870	205.3819
1871	214.5637
1872	219.7883
1873	215.2831
1874	195.8768
1875	173.9711
1876	168.0886
1877	160.8765
1878	146.3367
1879	133.2768
1880	129.2129
1881	135.7103
1882	155.6341
1883	181.5517
1884	197.0683
1885	203.1803
1886	210.9146
1887	211.0349
1888	202.4366
1889	190.2784
1890	177.7293
1891	168.9963
1892	168.9266
1893	176.3268
1894	180.86
1895	176.5535
1896	163.1734
1897	168.1693
1898	182.7672
1899	176.4192
1900	168.0403
1901	168.7728
1902	170.9332
1903	173.8758
1904	176.1487
1905	177.9117
1906	178.8611
1907	180.0784
