RamanShift	Intensity
1700	164.649
1701	180.429
1702	203.5006
1703	224.4709
1704	238.2456
1705	244.7183
1706	248.4954
1707	243.6924
1708	231.7704
1709	221.9781
1710	214.1752
1711	206.1608
1712	195.684
1713	184.9197
1714	185.2664
1715	195.8071
1716	205.1422
1717	208.2061
1718	201.2223
1719	188.7263
1720	174.6078
1721	161.527
1722	150.2916
1723	135.8349
1724	133.0617
1725	144.3161
1726	149.6844
1727	146.8101
1728	141.2515
1729	130.8091
1730	117.9764
1731	102.284
1732	92.40382
1733	95.68803
1734	111.3758
1735	129.8115
1736	147.7693
1737	159.3747
1738	166.632
1739	162.7091
1740	148.8311
1741	127.1808
1742	106.1883
1743	90.87901
1744	84.1731
1745	69.5625
1746	61.59188
1747	66.93566
1748	72.02913
1749	73.82092
1750	82.96632
1751	90.62244
1752	87.74838
1753	76.88268
1754	62.73498
1755	52.11427
1756	51.31379
1757	59.07945
1758	71.34436
1759	81.13996
1760	92.45101
1761	103.1343
1762	118.6417
1763	125.6905
1764	118.2014
1765	109.4186
1766	104.0058
1767	96.44401
1768	86.40298
1769	72.13584
1770	56.11908
1771	44.82548
1772	51.13432
1773	64.14099
1774	58.27406
1775	52.54824
1776	57.31807
1777	70.16415
1778	86.03488
1779	97.10672
1780	105.3931
1781	114.0919
1782	122.2786
1783	125.783
1784	122.1654
1785	116.3756
1786	115.6658
1787	114.1221
1788	109.8218
1789	99.14182
1790	92.20672
1791	98.02296
1792	105.2213
1793	110.2469
1794	121.4447
1795	134.4127
1796	145.9805
1797	152.0803
1798	149.7747
1799	138.1468
1800	122.1857
1801	111.354
1802	101.7043
1803	93.55153
1804	97.25563
1805	108.7521
1806	114.0652
1807	116.8572
1808	117.5749
1809	109.0007
1810	93.87396
1811	79.11275
1812	76.41605
1813	90.00216
1814	109.4838
1815	123.2155
1816	122.4807
1817	113.3489
1818	106.6149
1819	94.46062
1820	82.70895
1821	76.36416
1822	85.71899
1823	111.1804
1824	141.2611
1825	160.3893
1826	160.9838
1827	150.3127
1828	144.5382
1829	137.6254
1830	132.5341
1831	131.6826
1832	134.6285
1833	137.9155
1834	142.39
1835	143.9372
1836	136.4291
1837	124.3362
1838	114.682
1839	106.614
1840	102.5133
1841	98.82276
1842	100.333
1843	107.0354
1844	111.7255
1845	113.6213
1846	121.9958
1847	125.8563
1848	118.1826
1849	109.4219
1850	103.7221
1851	100.0192
1852	98.50475
1853	96.91026
1854	94.53568
1855	91.35532
1856	85.92917
1857	84.08044
1858	88.85522
1859	94.34795
1860	103.1144
1861	127.0349
1862	144.4923
1863	143.1963
1864	145.5955
1865	145.8442
1866	126.8795
1867	119.3526
1868	137.5872
1869	140.7789
1870	134.6103
1871	144.6435
1872	149.4817
1873	140.6989
1874	135.2186
1875	128.1438
1876	107.6055
1877	98.49657
1878	108.6823
1879	112.8908
1880	115.1069
1881	122.3268
1882	126.9769
1883	126.1431
1884	123.6962
1885	119.0419
1886	113.178
1887	105.8271
1888	99.74
1889	95.4547
1890	97.74111
1891	106.942
1892	124.4277
1893	142.154
1894	149.4912
1895	144.4438
1896	132.9511
1897	124.3635
1898	118.5904
1899	105.4459
1900	99.01383
1901	105.9098
1902	119.0492
1903	129.7422
1904	128.1481
1905	119.3803
1906	109.7453
1907	106.8097
1908	104.1288
1909	91.76116
1910	87.04783
1911	95.29349
1912	108.1296
1913	122.5474
1914	133.4484
1915	146.6132
1916	154.112
1917	149.694
1918	133.6931
1919	114.4445
1920	103.2425
1921	102.0344
1922	100.8613
1923	100.0998
1924	99.33254
1925	103.9458
1926	105.5704
1927	96.06493
1928	95.30692
1929	105.2378
1930	109.5058
1931	116.3846
1932	128.5077
1933	128.1427
1934	118.5592
1935	118.3249
1936	118.1357
1937	117.2254
1938	132.052
1939	143.8786
1940	128.7161
1941	123.3841
1942	132.916
1943	128.7005
1944	112.0327
1945	90.23886
1946	80.99618
1947	87.95679
1948	97.45912
1949	98.86589
1950	90.85407
1951	106.1179
1952	127.546
1953	129.6144
1954	115.9316
1955	94.12666
1956	81.43911
1957	75.56812
1958	72.46075
1959	72.22923
1960	77.29655
1961	89.14048
